Passenger_ID,Estimated_Travel_Budget_USD,Budget_Category,Income_Level,Age,Travel_Purpose
P8327,2500.0,Standard,Medium,54,Family
P8328,2000.0,Standard,Medium,62,Leisure
P8329,2500.0,Standard,Low,59,Family
P8330,,Luxury,High,54,Emergency
P8331,,Luxury,High,44,Emergency
P8332,8000.0,Luxury,High,21,Business
P8333,,Luxury,High,31,Emergency
P8334,3600.0,Luxury,Medium,78,Leisure
P8335,,Luxury,Low,47,Emergency
P8336,2500.0,Standard,Medium,48,Family
P8337,10500.0,Luxury,High,55,Business
P8338,10500.0,Luxury,High,27,Business
P8339,3600.0,Luxury,Medium,47,Leisure
P8340,,Luxury,High,57,Emergency
P8341,6500.0,Luxury,High,75,Business
P8342,4100.0,Luxury,Medium,48,Family
P8343,2600.0,Standard,Medium,79,Leisure
P8344,5500.0,Luxury,High,29,Family
P8345,9000.0,Luxury,High,38,Leisure
P8346,5500.0,Luxury,High,42,Family
P8347,,Luxury,Medium,68,Emergency
P8348,3500.0,Luxury,Medium,43,Business
P8349,1940.0,Standard,Low,73,Family
P8350,2600.0,Standard,Medium,75,Leisure
P8351,1540.0,Standard,Low,21,Family
P8352,2940.0,Standard,Low,40,Business
P8353,2000.0,Standard,Medium,35,Leisure
P8354,,Luxury,Medium,73,Emergency
P8355,,Luxury,Low,31,Emergency
P8356,1040.0,Budget,Low,61,Leisure
P8357,10500.0,Luxury,High,27,Business
P8358,2500.0,Standard,Medium,52,Family
P8359,2600.0,Standard,Medium,44,Leisure
P8360,1300.0,Budget,Low,55,Family
P8361,5500.0,Luxury,Medium,26,Family
P8362,2300.0,Standard,Low,73,Business
P8363,2600.0,Standard,Medium,59,Leisure
P8364,,Luxury,Medium,69,Emergency
P8365,2500.0,Standard,Medium,71,Family
P8366,2500.0,Standard,Medium,26,Family
P8367,4100.0,Luxury,Medium,46,Family
P8368,6500.0,Luxury,High,43,Business
P8369,1540.0,Standard,Low,25,Family
P8370,,Luxury,Medium,23,Emergency
P8371,3500.0,Luxury,Medium,72,Business
P8372,,Luxury,Low,36,Emergency
P8373,2500.0,Standard,Medium,40,Family
P8374,1440.0,Budget,Low,45,Leisure
P8375,3600.0,Luxury,Medium,47,Leisure
P8376,,Luxury,Medium,57,Emergency
P8377,2500.0,Standard,Medium,26,Family
P8378,2000.0,Standard,Medium,41,Leisure
P8379,6500.0,Luxury,High,74,Business
P8380,1300.0,Budget,Low,54,Family
P8381,800.0,Budget,Low,42,Leisure
P8382,,Luxury,High,31,Emergency
P8383,1540.0,Standard,Low,32,Family
P8384,2600.0,Standard,Medium,68,Leisure
P8385,2300.0,Standard,Low,56,Business
P8386,6500.0,Luxury,Medium,44,Business
P8387,3500.0,Luxury,Medium,45,Business
P8388,2500.0,Standard,Medium,59,Family
P8389,2000.0,Standard,Medium,41,Leisure
P8390,,Luxury,Low,59,Emergency
P8391,4100.0,Luxury,Medium,61,Business
P8392,2000.0,Standard,Medium,53,Leisure
P8393,2300.0,Standard,Low,30,Business
P8394,2000.0,Standard,Medium,77,Leisure
P8395,,Luxury,Medium,35,Emergency
P8396,800.0,Budget,Low,28,Leisure
P8397,2500.0,Standard,Medium,20,Family
P8398,800.0,Budget,Low,77,Leisure
P8399,6500.0,Luxury,High,24,Leisure
P8400,2500.0,Standard,Medium,57,Family
P8401,3100.0,Standard,Medium,56,Family
P8402,5000.0,Luxury,Medium,67,Leisure
P8403,,Luxury,Low,73,Emergency
P8404,1300.0,Budget,Low,26,Family
P8405,,Luxury,Low,42,Emergency
P8406,1300.0,Budget,Low,53,Family
P8407,2500.0,Standard,Medium,66,Family
P8408,3500.0,Luxury,Medium,31,Business
P8409,,Luxury,Medium,26,Emergency
P8410,800.0,Budget,Low,45,Leisure
P8411,800.0,Budget,Low,40,Leisure
P8412,2000.0,Standard,Low,53,Leisure
P8413,,Luxury,Low,27,Emergency
P8414,,Luxury,Medium,59,Emergency
P8415,5100.0,Luxury,Medium,64,Business
P8416,1300.0,Budget,Low,24,Family
P8417,2500.0,Standard,Medium,63,Family
P8418,1300.0,Budget,Low,37,Family
P8419,2540.0,Standard,Low,72,Business
P8420,,Luxury,Medium,73,Emergency
P8421,4100.0,Luxury,Medium,59,Family
P8422,6500.0,Luxury,High,32,Business
P8423,,Luxury,Medium,31,Emergency
P8424,2000.0,Standard,Medium,18,Leisure
P8425,,Luxury,High,23,Emergency
P8426,1440.0,Budget,Low,54,Leisure
P8427,,Luxury,Medium,30,Emergency
P8428,3500.0,Luxury,Medium,64,Business
P8429,2600.0,Standard,Medium,50,Leisure
P8430,2300.0,Standard,Low,24,Business
P8431,,Luxury,Low,68,Emergency
P8432,2300.0,Standard,Low,58,Business
P8433,,Luxury,Low,36,Emergency
P8434,2000.0,Standard,Medium,26,Leisure
P8435,2300.0,Standard,Low,38,Business
P8436,1540.0,Standard,Low,41,Family
P8437,2600.0,Standard,Medium,62,Leisure
P8438,800.0,Budget,Low,79,Leisure
P8439,3100.0,Standard,Medium,58,Family
P8440,4100.0,Luxury,Medium,33,Family
P8441,6500.0,Luxury,High,73,Business
P8442,,Luxury,Medium,43,Emergency
P8443,1540.0,Standard,Low,24,Family
P8444,800.0,Budget,Low,41,Leisure
P8445,2540.0,Standard,Low,51,Business
P8446,2540.0,Standard,Low,33,Business
P8447,2500.0,Standard,Low,77,Family
P8448,2500.0,Standard,Medium,52,Family
P8449,3100.0,Standard,Medium,56,Family
P8450,,Luxury,High,45,Emergency
P8451,2500.0,Standard,Medium,57,Family
P8452,,Luxury,Low,39,Emergency
P8453,,Luxury,Medium,78,Emergency
P8454,3600.0,Luxury,Medium,71,Leisure
P8455,1540.0,Standard,Low,30,Family
P8456,4100.0,Luxury,Medium,32,Business
P8457,,Luxury,Medium,26,Emergency
P8458,1300.0,Budget,Low,59,Family
P8459,,Luxury,Medium,78,Emergency
P8460,2000.0,Standard,Medium,29,Leisure
P8461,2540.0,Standard,Low,75,Business
P8462,9500.0,Luxury,High,20,Family
P8463,3600.0,Luxury,Medium,51,Leisure
P8464,3500.0,Luxury,Medium,47,Business
P8465,4100.0,Luxury,Medium,63,Family
P8466,,Luxury,High,21,Emergency
P8467,2500.0,Standard,Medium,36,Family
P8468,800.0,Budget,Low,54,Leisure
P8469,10500.0,Luxury,High,18,Business
P8470,,Luxury,Low,25,Emergency
P8471,2940.0,Standard,Low,79,Business
P8472,8000.0,Luxury,High,38,Business
P8473,5500.0,Luxury,High,30,Family
P8474,,Luxury,High,75,Emergency
P8475,7000.0,Luxury,High,32,Family
P8476,5500.0,Luxury,Medium,63,Family
P8477,,Luxury,Medium,46,Emergency
P8478,5500.0,Luxury,Medium,56,Family
P8479,5500.0,Luxury,High,31,Family
P8480,,Luxury,High,48,Emergency
P8481,3500.0,Luxury,Medium,76,Business
P8482,3500.0,Luxury,Low,73,Business
P8483,5500.0,Luxury,Medium,57,Family
P8484,6500.0,Luxury,High,40,Business
P8485,3100.0,Standard,Medium,73,Family
P8486,,Luxury,Low,79,Emergency
P8487,1300.0,Budget,Low,57,Family
P8488,,Luxury,Medium,78,Emergency
P8489,10500.0,Luxury,High,74,Business
P8490,9000.0,Luxury,High,48,Leisure
P8491,,Luxury,High,45,Emergency
P8492,,Luxury,Low,61,Emergency
P8493,10500.0,Luxury,High,79,Business
P8494,1300.0,Budget,Low,29,Family
P8495,2000.0,Standard,Medium,42,Leisure
P8496,3500.0,Luxury,Medium,38,Business
P8497,2000.0,Standard,Medium,42,Leisure
P8498,5500.0,Luxury,High,61,Family
P8499,6500.0,Luxury,High,63,Business
P8500,5500.0,Luxury,High,29,Family
P8501,1300.0,Budget,Low,59,Family
P8502,,Luxury,Medium,66,Emergency
P8503,2500.0,Standard,Medium,52,Family
P8504,1300.0,Budget,Low,26,Family
P8505,3500.0,Luxury,Medium,30,Business
P8506,2000.0,Standard,Medium,26,Leisure
P8507,4100.0,Luxury,Medium,29,Business
P8508,5000.0,Luxury,High,38,Leisure
P8509,3500.0,Luxury,Medium,56,Business
P8510,3100.0,Standard,Medium,58,Family
P8511,3500.0,Luxury,Medium,36,Business
P8512,5500.0,Luxury,High,65,Family
P8513,800.0,Budget,Low,40,Leisure
P8514,1040.0,Budget,Low,64,Leisure
P8515,800.0,Budget,Low,76,Leisure
P8516,9000.0,Luxury,High,40,Leisure
P8517,2300.0,Standard,Low,54,Business
P8518,2500.0,Standard,Medium,67,Family
P8519,1300.0,Budget,Low,18,Family
P8520,6500.0,Luxury,High,34,Business
P8521,800.0,Budget,Low,29,Leisure
P8522,,Luxury,High,34,Emergency
P8523,,Luxury,High,71,Emergency
P8524,,Luxury,High,26,Emergency
P8525,,Luxury,High,29,Emergency
P8526,5000.0,Luxury,Medium,39,Leisure
P8527,12500.0,Luxury,High,58,Leisure
P8528,3500.0,Luxury,Medium,25,Business
P8529,,Luxury,Medium,25,Emergency
P8530,3500.0,Luxury,Medium,42,Business
P8531,,Luxury,Low,77,Emergency
P8532,800.0,Budget,Low,53,Leisure
P8533,,Luxury,Low,50,Emergency
P8534,,Luxury,Medium,66,Emergency
P8535,,Luxury,Low,37,Emergency
P8536,6500.0,Luxury,Medium,22,Business
P8537,3500.0,Luxury,Medium,57,Business
P8538,2500.0,Standard,Medium,52,Family
P8539,4100.0,Luxury,Medium,30,Business
P8540,,Luxury,Medium,49,Emergency
P8541,4100.0,Luxury,Medium,34,Family
P8542,800.0,Budget,Low,37,Leisure
P8543,,Luxury,Low,19,Emergency
P8544,2000.0,Standard,Medium,29,Leisure
P8545,1040.0,Budget,Low,26,Leisure
P8546,6500.0,Luxury,High,24,Business
P8547,4100.0,Luxury,Medium,31,Family
P8548,2540.0,Standard,Low,36,Business
P8549,,Luxury,Low,27,Emergency
P8550,6500.0,Luxury,Medium,28,Business
P8551,,Luxury,Medium,36,Emergency
P8552,2540.0,Standard,Low,23,Business
P8553,,Luxury,Low,68,Emergency
P8554,4100.0,Luxury,Medium,45,Business
P8555,2000.0,Standard,Medium,66,Leisure
P8556,3500.0,Luxury,Medium,51,Business
P8557,2000.0,Standard,Low,58,Leisure
P8558,2500.0,Standard,Medium,70,Family
P8559,3500.0,Luxury,Medium,27,Business
P8560,12500.0,Luxury,High,22,Leisure
P8561,,Luxury,Medium,73,Emergency
P8562,2000.0,Standard,Medium,20,Leisure
P8563,1300.0,Budget,Low,57,Family
P8564,,Luxury,High,21,Emergency
P8565,800.0,Budget,Low,26,Leisure
P8566,2300.0,Standard,Low,40,Business
P8567,3500.0,Luxury,Medium,41,Business
P8568,3500.0,Luxury,Medium,31,Business
P8569,2600.0,Standard,Medium,18,Leisure
P8570,5000.0,Luxury,High,18,Leisure
P8571,3100.0,Standard,Medium,65,Family
P8572,2500.0,Standard,Medium,47,Family
P8573,2540.0,Standard,Low,62,Business
P8574,2940.0,Standard,Low,19,Business
P8575,,Luxury,High,23,Emergency
P8576,,Luxury,High,67,Emergency
P8577,,Luxury,Low,30,Emergency
P8578,3500.0,Luxury,Medium,42,Business
P8579,800.0,Budget,Low,33,Leisure
P8580,2000.0,Standard,Medium,48,Leisure
P8581,5500.0,Luxury,High,30,Family
P8582,5000.0,Luxury,High,32,Leisure
P8583,,Luxury,Low,55,Emergency
P8584,3500.0,Luxury,Medium,65,Business
P8585,9500.0,Luxury,High,69,Family
P8586,5100.0,Luxury,Medium,57,Business
P8587,,Luxury,Medium,75,Emergency
P8588,2500.0,Standard,Medium,69,Family
P8589,3100.0,Standard,Medium,67,Family
P8590,1540.0,Standard,Low,64,Family
P8591,4100.0,Luxury,Medium,27,Business
P8592,1300.0,Budget,Low,49,Family
P8593,3500.0,Luxury,Medium,36,Business
P8594,5000.0,Luxury,High,75,Leisure
P8595,5000.0,Luxury,High,48,Leisure
P8596,4100.0,Luxury,Medium,48,Business
P8597,,Luxury,Low,57,Emergency
P8598,2000.0,Standard,Medium,26,Leisure
P8599,3500.0,Luxury,Medium,18,Business
P8600,,Luxury,Low,51,Emergency
P8601,,Luxury,Medium,42,Emergency
P8602,1300.0,Budget,Low,25,Family
P8603,,Luxury,Medium,46,Emergency
P8604,2500.0,Standard,Medium,57,Family
P8605,,Luxury,High,59,Emergency
P8606,2300.0,Standard,Low,62,Business
P8607,10500.0,Luxury,High,40,Business
P8608,2600.0,Standard,Medium,38,Leisure
P8609,3600.0,Luxury,Medium,42,Leisure
P8610,3500.0,Luxury,Low,73,Business
P8611,2600.0,Standard,Medium,64,Leisure
P8612,5500.0,Luxury,High,23,Family
P8613,800.0,Budget,Low,46,Leisure
P8614,1040.0,Budget,Low,46,Leisure
P8615,7000.0,Luxury,High,27,Family
P8616,2000.0,Standard,Medium,32,Leisure
P8617,,Luxury,High,63,Emergency
P8618,,Luxury,High,22,Emergency
P8619,3600.0,Luxury,Medium,66,Leisure
P8620,2500.0,Standard,Medium,76,Family
P8621,1040.0,Budget,Low,65,Leisure
P8622,2000.0,Standard,Medium,73,Leisure
P8623,5000.0,Luxury,Medium,61,Leisure
P8624,1300.0,Budget,Low,25,Family
P8625,9500.0,Luxury,High,33,Family
P8626,2000.0,Standard,Medium,31,Leisure
P8627,9000.0,Luxury,High,39,Leisure
P8628,3500.0,Luxury,Medium,19,Business
P8629,2500.0,Standard,Medium,57,Family
P8630,2300.0,Standard,Low,64,Business
P8631,2500.0,Standard,Medium,61,Family
P8632,,Luxury,Low,62,Emergency
P8633,3600.0,Luxury,Medium,53,Leisure
P8634,6500.0,Luxury,High,39,Business
P8635,3500.0,Luxury,Medium,28,Business
P8636,,Luxury,Low,37,Emergency
P8637,1040.0,Budget,Low,57,Leisure
P8638,4100.0,Luxury,Medium,61,Family
P8639,2300.0,Standard,Low,46,Business
P8640,3600.0,Luxury,Medium,19,Leisure
P8641,2600.0,Standard,Medium,62,Leisure
P8642,9500.0,Luxury,High,29,Family
P8643,6500.0,Luxury,Medium,63,Business
P8644,5000.0,Luxury,High,36,Leisure
P8645,1300.0,Budget,Low,23,Family
P8646,800.0,Budget,Low,51,Leisure
P8647,2500.0,Standard,Medium,61,Family
P8648,5100.0,Luxury,Medium,57,Business
P8649,,Luxury,Medium,69,Emergency
P8650,7000.0,Luxury,High,67,Family
P8651,800.0,Budget,Low,45,Leisure
P8652,2500.0,Standard,Medium,67,Family
P8653,3100.0,Standard,Medium,21,Family
P8654,2500.0,Standard,Medium,23,Family
P8655,2300.0,Standard,Low,29,Business
P8656,6500.0,Luxury,Medium,68,Business
P8657,4100.0,Luxury,Medium,63,Business
P8658,1040.0,Budget,Low,63,Leisure
P8659,5500.0,Luxury,High,54,Family
P8660,5000.0,Luxury,High,55,Leisure
P8661,6500.0,Luxury,High,55,Business
P8662,2500.0,Standard,Medium,24,Family
P8663,6500.0,Luxury,High,59,Business
P8664,5100.0,Luxury,Medium,75,Business
P8665,3600.0,Luxury,Medium,38,Leisure
P8666,3500.0,Luxury,Low,32,Business
P8667,,Luxury,Medium,27,Emergency
P8668,3600.0,Luxury,Medium,57,Leisure
P8669,2500.0,Standard,Medium,64,Family
P8670,1040.0,Budget,Low,70,Leisure
P8671,,Luxury,High,21,Emergency
P8672,4100.0,Luxury,Medium,65,Business
P8673,3500.0,Luxury,Medium,22,Business
P8674,,Luxury,Medium,53,Emergency
P8675,1040.0,Budget,Low,52,Leisure
P8676,6500.0,Luxury,Medium,54,Business
P8677,,Luxury,Medium,20,Emergency
P8678,,Luxury,Low,44,Emergency
P8679,3500.0,Luxury,Medium,67,Business
P8680,,Luxury,Medium,68,Emergency
P8681,,Luxury,Medium,56,Emergency
P8682,3500.0,Luxury,Medium,44,Business
P8683,2600.0,Standard,Medium,57,Leisure
P8684,6500.0,Luxury,High,54,Business
P8685,2500.0,Standard,Medium,68,Family
P8686,,Luxury,Low,72,Emergency
P8687,5500.0,Luxury,High,43,Family
P8688,9500.0,Luxury,High,63,Family
P8689,800.0,Budget,Low,43,Leisure
P8690,2500.0,Standard,Medium,24,Family
P8691,1300.0,Budget,Low,39,Family
P8692,,Luxury,Medium,55,Emergency
P8693,,Luxury,High,65,Emergency
P8694,2500.0,Standard,Medium,76,Family
P8695,3500.0,Luxury,Medium,55,Business
P8696,,Luxury,High,48,Emergency
P8697,,Luxury,High,40,Emergency
P8698,,Luxury,Medium,73,Emergency
P8699,,Luxury,Medium,32,Emergency
P8700,4100.0,Luxury,Medium,23,Business
P8701,3500.0,Luxury,Medium,27,Business
P8702,9000.0,Luxury,High,28,Leisure
P8703,5100.0,Luxury,Medium,65,Business
P8704,2000.0,Standard,Medium,18,Leisure
P8705,9500.0,Luxury,High,39,Family
P8706,,Luxury,Low,35,Emergency
P8707,2500.0,Standard,Low,53,Family
P8708,4100.0,Luxury,Medium,25,Family
P8709,800.0,Budget,Low,55,Leisure
P8710,7000.0,Luxury,High,65,Family
P8711,,Luxury,Medium,19,Emergency
P8712,3600.0,Luxury,Medium,78,Leisure
P8713,800.0,Budget,Low,68,Leisure
P8714,,Luxury,High,35,Emergency
P8715,2000.0,Standard,Medium,79,Leisure
P8716,7000.0,Luxury,High,24,Family
P8717,,Luxury,Low,29,Emergency
P8718,9000.0,Luxury,High,56,Leisure
P8719,4100.0,Luxury,Medium,75,Family
P8720,,Luxury,Low,66,Emergency
P8721,2500.0,Standard,Medium,75,Family
P8722,,Luxury,Medium,39,Emergency
P8723,2000.0,Standard,Medium,57,Leisure
P8724,6500.0,Luxury,High,55,Leisure
P8725,1300.0,Budget,Low,56,Family
P8726,2540.0,Standard,Low,61,Business
P8727,7000.0,Luxury,High,75,Family
P8728,3500.0,Luxury,Medium,69,Business
P8729,,Luxury,Medium,36,Emergency
P8730,,Luxury,High,38,Emergency
P8731,2000.0,Standard,Medium,75,Leisure
P8732,4100.0,Luxury,Medium,68,Business
P8733,2000.0,Standard,Medium,36,Leisure
P8734,,Luxury,Medium,79,Emergency
P8735,3100.0,Standard,Medium,53,Family
P8736,4100.0,Luxury,Medium,49,Family
P8737,5000.0,Luxury,High,51,Leisure
P8738,2600.0,Standard,Medium,48,Leisure
P8739,1300.0,Budget,Low,58,Family
P8740,3500.0,Luxury,Medium,73,Business
P8741,800.0,Budget,Low,40,Leisure
P8742,12500.0,Luxury,High,77,Leisure
P8743,,Luxury,Low,56,Emergency
P8744,4100.0,Luxury,Medium,44,Family
P8745,1300.0,Budget,Low,72,Family
P8746,6500.0,Luxury,High,47,Business
P8747,,Luxury,Medium,22,Emergency
P8748,2600.0,Standard,Medium,65,Leisure
P8749,2000.0,Standard,Medium,77,Leisure
P8750,2000.0,Standard,Medium,52,Leisure
P8751,,Luxury,High,41,Emergency
P8752,,Luxury,High,58,Emergency
P8753,1040.0,Budget,Low,65,Leisure
P8754,2500.0,Standard,Medium,44,Family
P8755,2000.0,Standard,Medium,37,Leisure
P8756,,Luxury,High,76,Emergency
P8757,,Luxury,Medium,65,Emergency
P8758,6500.0,Luxury,High,35,Business
P8759,2600.0,Standard,Medium,24,Leisure
P8760,2000.0,Standard,Medium,75,Leisure
P8761,2000.0,Standard,Medium,50,Leisure
P8762,2000.0,Standard,Medium,68,Leisure
P8763,,Luxury,Medium,78,Emergency
P8764,2000.0,Standard,Medium,28,Leisure
P8765,800.0,Budget,Low,60,Leisure
P8766,4100.0,Luxury,Medium,77,Business
P8767,7000.0,Luxury,High,55,Family
P8768,5000.0,Luxury,High,55,Leisure
P8769,,Luxury,Medium,29,Emergency
P8770,2000.0,Standard,Medium,67,Leisure
P8771,,Luxury,Medium,72,Emergency
P8772,5500.0,Luxury,High,43,Family
P8773,5100.0,Luxury,Medium,53,Business
P8774,5500.0,Luxury,High,48,Family
P8775,1300.0,Budget,Low,70,Family
P8776,2540.0,Standard,Low,36,Business
P8777,6500.0,Luxury,High,26,Business
P8778,4100.0,Luxury,Medium,61,Business
P8779,5100.0,Luxury,Medium,22,Business
P8780,,Luxury,Low,61,Emergency
P8781,3500.0,Luxury,Medium,33,Business
P8782,,Luxury,Medium,22,Emergency
P8783,6500.0,Luxury,High,41,Business
P8784,9000.0,Luxury,High,71,Leisure
P8785,5100.0,Luxury,Medium,34,Business
P8786,3500.0,Luxury,Medium,41,Business
P8787,9000.0,Luxury,High,29,Leisure
P8788,5100.0,Luxury,Medium,64,Business
P8789,,Luxury,Medium,62,Emergency
P8790,5000.0,Luxury,High,70,Leisure
P8791,5500.0,Luxury,High,53,Family
P8792,,Luxury,Medium,26,Emergency
P8793,2600.0,Standard,Medium,76,Leisure
P8794,2500.0,Standard,Medium,57,Family
P8795,5500.0,Luxury,High,77,Family
P8796,4100.0,Luxury,Medium,33,Family
P8797,4100.0,Luxury,Medium,43,Business
P8798,3100.0,Standard,Medium,37,Family
P8799,1040.0,Budget,Low,60,Leisure
P8800,,Luxury,Medium,77,Emergency
P8801,2600.0,Standard,Medium,70,Leisure
P8802,4100.0,Luxury,Medium,67,Business
P8803,1040.0,Budget,Low,25,Leisure
P8804,,Luxury,Medium,29,Emergency
P8805,,Luxury,High,32,Emergency
P8806,3500.0,Luxury,Medium,27,Business
P8807,,Luxury,Low,41,Emergency
P8808,2500.0,Standard,Medium,63,Family
P8809,,Luxury,High,73,Emergency
P8810,,Luxury,Medium,70,Emergency
P8811,2000.0,Standard,Medium,70,Leisure
P8812,5000.0,Luxury,Medium,56,Leisure
P8813,13000.0,Luxury,High,49,Family
P8814,,Luxury,Medium,52,Emergency
P8815,2000.0,Standard,Medium,36,Leisure
P8816,5500.0,Luxury,High,76,Family
P8817,1040.0,Budget,Low,27,Leisure
P8818,1040.0,Budget,Low,49,Leisure
P8819,800.0,Budget,Low,51,Leisure
P8820,2000.0,Standard,Low,46,Leisure
P8821,,Luxury,Medium,22,Emergency
P8822,1300.0,Budget,Low,40,Family
P8823,4100.0,Luxury,Medium,27,Business
P8824,2300.0,Standard,Low,35,Business
P8825,,Luxury,Medium,57,Emergency
P8826,2500.0,Standard,Medium,66,Family
P8827,,Luxury,Medium,24,Emergency
P8828,3500.0,Luxury,Medium,28,Business
P8829,1040.0,Budget,Low,20,Leisure
P8830,4100.0,Luxury,Medium,23,Family
P8831,,Luxury,Medium,19,Emergency
P8832,,Luxury,Low,33,Emergency
P8833,,Luxury,Medium,63,Emergency
P8834,2500.0,Standard,Medium,31,Family
P8835,,Luxury,Low,21,Emergency
P8836,6500.0,Luxury,High,70,Business
P8837,2500.0,Standard,Medium,21,Family
P8838,4100.0,Luxury,Medium,76,Business
P8839,5500.0,Luxury,High,27,Family
P8840,800.0,Budget,Low,21,Leisure
P8841,2000.0,Standard,Medium,58,Leisure
P8842,3500.0,Luxury,Medium,32,Business
P8843,1040.0,Budget,Low,24,Leisure
P8844,2540.0,Standard,Low,28,Business
P8845,,Luxury,Medium,63,Emergency
P8846,2300.0,Standard,Low,49,Business
P8847,3500.0,Luxury,Medium,68,Business
P8848,,Luxury,Medium,22,Emergency
P8849,2300.0,Standard,Low,43,Business
P8850,,Luxury,Medium,21,Emergency
P8851,5500.0,Luxury,High,79,Family
P8852,,Luxury,Medium,21,Emergency
P8853,3500.0,Luxury,Medium,21,Business
P8854,10500.0,Luxury,High,78,Business
P8855,3500.0,Luxury,Medium,22,Business
P8856,,Luxury,High,43,Emergency
P8857,2500.0,Standard,Medium,79,Family
P8858,,Luxury,Medium,75,Emergency
P8859,2940.0,Standard,Low,56,Business
P8860,,Luxury,Medium,28,Emergency
P8861,,Luxury,Medium,44,Emergency
P8862,,Luxury,Low,69,Emergency
P8863,1040.0,Budget,Low,23,Leisure
P8864,1040.0,Budget,Low,53,Leisure
P8865,5000.0,Luxury,High,28,Leisure
P8866,1440.0,Budget,Low,77,Leisure
P8867,1040.0,Budget,Low,60,Leisure
P8868,4100.0,Luxury,Medium,77,Business
P8869,1440.0,Budget,Low,57,Leisure
P8870,800.0,Budget,Low,64,Leisure
P8871,5000.0,Luxury,Medium,69,Leisure
P8872,,Luxury,Medium,44,Emergency
P8873,5500.0,Luxury,High,34,Family
P8874,3500.0,Luxury,Medium,40,Business
P8875,3600.0,Luxury,Medium,62,Leisure
P8876,,Luxury,Medium,19,Emergency
P8877,800.0,Budget,Low,24,Leisure
P8878,2300.0,Standard,Low,65,Business
P8879,,Luxury,Low,35,Emergency
P8880,5000.0,Luxury,High,27,Leisure
P8881,6500.0,Luxury,High,78,Business
P8882,5000.0,Luxury,High,47,Leisure
P8883,2500.0,Standard,Medium,68,Family
P8884,1540.0,Standard,Low,72,Family
P8885,2600.0,Standard,Medium,68,Leisure
P8886,5000.0,Luxury,High,45,Leisure
P8887,4100.0,Luxury,Medium,72,Business
P8888,3600.0,Luxury,Medium,72,Leisure
P8889,,Luxury,Low,54,Emergency
P8890,,Luxury,Medium,42,Emergency
P8891,5100.0,Luxury,Medium,47,Business
P8892,5000.0,Luxury,High,70,Leisure
P8893,3100.0,Standard,Medium,27,Family
P8894,2300.0,Standard,Low,20,Business
P8895,,Luxury,Medium,28,Emergency
P8896,,Luxury,High,30,Emergency
P8897,1300.0,Budget,Low,75,Family
P8898,2300.0,Standard,Low,44,Business
P8899,,Luxury,Low,18,Emergency
P8900,,Luxury,High,21,Emergency
P8901,2300.0,Standard,Low,46,Business
P8902,,Luxury,Medium,41,Emergency
P8903,,Luxury,Medium,24,Emergency
P8904,5500.0,Luxury,High,60,Family
P8905,3500.0,Luxury,Medium,56,Business
P8906,1300.0,Budget,Low,45,Family
P8907,3500.0,Luxury,Medium,59,Business
P8908,2000.0,Standard,Medium,60,Leisure
P8909,,Luxury,Medium,65,Emergency
P8910,1440.0,Budget,Low,38,Leisure
P8911,3500.0,Luxury,Medium,47,Business
P8912,,Luxury,Medium,66,Emergency
P8913,6500.0,Luxury,High,48,Business
P8914,5500.0,Luxury,High,30,Family
P8915,,Luxury,High,20,Emergency
P8916,,Luxury,Low,50,Emergency
P8917,2500.0,Standard,Medium,28,Family
P8918,9000.0,Luxury,High,45,Leisure
P8919,1300.0,Budget,Low,27,Family
P8920,,Luxury,Low,66,Emergency
P8921,2600.0,Standard,Medium,58,Leisure
P8922,2000.0,Standard,Medium,38,Leisure
P8923,1300.0,Budget,Low,60,Family
P8924,9500.0,Luxury,High,26,Family
P8925,,Luxury,Medium,31,Emergency
P8926,3600.0,Luxury,Medium,50,Leisure
P8927,,Luxury,Low,59,Emergency
P8928,3600.0,Luxury,Medium,38,Leisure
P8929,2600.0,Standard,Medium,46,Leisure
P8930,1940.0,Standard,Low,35,Family
P8931,2000.0,Standard,Medium,21,Leisure
P8932,,Luxury,Low,45,Emergency
P8933,2000.0,Standard,Low,56,Leisure
P8934,7000.0,Luxury,High,23,Family
P8935,2500.0,Standard,Medium,46,Family
P8936,,Luxury,Low,20,Emergency
P8937,3600.0,Luxury,Medium,64,Leisure
P8938,2500.0,Standard,Medium,22,Family
P8939,3100.0,Standard,Medium,74,Family
P8940,1300.0,Budget,Low,63,Family
P8941,2000.0,Standard,Medium,32,Leisure
P8942,6500.0,Luxury,High,51,Leisure
P8943,3500.0,Luxury,Medium,62,Business
P8944,,Luxury,Medium,49,Emergency
P8945,7000.0,Luxury,High,70,Family
P8946,,Luxury,Low,27,Emergency
P8947,3600.0,Luxury,Medium,70,Leisure
P8948,5100.0,Luxury,Medium,67,Business
P8949,,Luxury,High,29,Emergency
P8950,,Luxury,Low,33,Emergency
P8951,4100.0,Luxury,Medium,61,Business
P8952,,Luxury,Low,33,Emergency
P8953,,Luxury,High,55,Emergency
P8954,3500.0,Luxury,Medium,34,Business
P8955,1300.0,Budget,Low,40,Family
P8956,1300.0,Budget,Low,76,Family
P8957,2300.0,Standard,Low,50,Business
P8958,2600.0,Standard,Medium,23,Leisure
P8959,,Luxury,Medium,69,Emergency
P8960,2600.0,Standard,Medium,31,Leisure
P8961,4100.0,Luxury,Medium,66,Family
P8962,,Luxury,Low,21,Emergency
P8963,4100.0,Luxury,Medium,18,Business
